,participant,word_count,start,end,duration
2884,FA1,6,7233685,7235755,2070
2885,CHI,0,7235750,7236150,400
2886,FA1,9,7236490,7238430,1940
2887,FA1,13,7239180,7241710,2530
2888,CHI,0,7243325,7243545,220
2889,FA1,1,7244215,7244715,500
2890,FA1,14,7244915,7247305,2390
2891,CHI,0,7250710,7251190,480
2892,FA1,6,7251900,7253370,1470
2893,FA1,4,7253520,7254440,920
2894,FA1,2,7255110,7255850,740
2895,FA1,9,7256260,7257580,1320
2896,CHI,0,7274860,7275470,610
2897,CHI,0,7276295,7276705,410
2898,FA1,13,7276770,7278690,1920
2899,FC1,18,7278030,7282300,4270
2900,CHI,0,7282615,7285625,3010
2901,FA1,9,7283480,7284680,1200
2902,FC1,1,7285910,7286520,610
2903,FC1,0,7288385,7289895,1510
2904,FA1,6,7290860,7291950,1090
2905,FA1,6,7292575,7293615,1040
2906,CHI,0,7293750,7294460,710
2907,FA1,1,7294675,7295285,610
2908,FC1,4,7295705,7297365,1660
2909,FA1,1,7297545,7298175,630
2910,FA1,8,7298980,7300370,1390
2911,CHI,0,7303255,7303645,390
2912,CHI,0,7304200,7304790,590
2913,CHI,0,7305825,7306845,1020
2914,FA1,2,7308095,7308725,630
2915,FA1,6,7308870,7309760,890
2916,CHI,0,7313480,7313860,380
2917,CHI,0,7315970,7317120,1150
2918,FA1,5,7317125,7318435,1310
2919,FA1,2,7319080,7319580,500
2920,CHI,0,7319890,7320810,920
2921,FA1,12,7322180,7324930,2750
2922,CHI,0,7331115,7331545,430
2923,CHI,0,7332800,7333140,340
2924,FA1,15,7335850,7337010,1160
2925,FA1,9,7337510,7339460,1950
2926,CHI,0,7344285,7344955,670
2927,CHI,0,7345380,7345850,470
2928,FC1,1,7347335,7347625,290
2929,FA1,2,7347625,7348405,780
2930,FC1,8,7350365,7352935,2570
2931,CHI,0,7352930,7353740,810
2932,FA1,5,7355195,7356695,1500
2933,FA1,17,7357785,7361025,3240
2934,CHI,0,7362170,7362590,420
2935,CHI,0,7362830,7363130,300
2936,FA1,4,7363220,7364740,1520
2937,CHI,0,7366160,7366950,790
2938,FA1,1,7371015,7371955,940
2939,FC1,4,7373625,7374935,1310
2940,FA1,11,7375610,7379240,3630
2941,FA1,1,7385455,7385935,480
2942,FA1,10,7386885,7389505,2620
2943,FA1,6,7390585,7391425,840
2944,CHI,0,7391445,7392875,1430
2945,CHI,0,7395760,7396370,610
2946,FA1,9,7398965,7400605,1640
2947,FA1,11,7401415,7403555,2140
2948,FA1,5,7403645,7405165,1520
2949,FA1,1,7405215,7405785,570
2950,FA1,6,7409310,7410490,1180
2951,FA1,5,7411620,7413680,2060
2952,CHI,0,7413730,7413860,130
2953,FA1,1,7414585,7415195,610
2954,FA1,11,7416840,7419110,2270
2955,FA1,4,7419595,7420585,990
2956,CHI,0,7423700,7424430,730
2957,CHI,0,7426775,7427145,370
2958,FA1,1,7430450,7430960,510
2959,FA1,5,7437505,7439435,1930
2960,FA1,11,7439630,7442050,2420
2961,CHI,0,7443940,7444980,1040
2962,FA1,1,7445010,7445230,220
2963,CHI,0,7447250,7447670,420
2964,FA1,2,7449790,7450610,820
2965,FC1,0,7451000,7451730,730
2966,FA1,3,7452025,7453255,1230
2967,FA1,8,7453370,7454990,1620
2968,FC1,1,7455070,7456270,1200
2969,FA1,5,7460160,7461150,990
2970,CHI,0,7461405,7461965,560
2971,FA1,9,7462165,7463745,1580
2972,FC1,3,7465295,7466895,1600
2973,FA1,2,7467125,7467685,560
2974,CHI,0,7469795,7471025,1230
2975,FA1,5,7471090,7472500,1410
2976,FA1,1,7472615,7472775,160
2977,CHI,0,7473315,7473775,460
2978,FC1,0,7474725,7475495,770
2979,FA1,7,7475100,7476590,1490
2980,CHI,0,7476620,7482410,5790
2981,FA1,6,7476645,7480095,3450
2982,FA1,6,7480405,7482455,2050
2983,FA1,1,7483180,7483630,450
2984,FA1,4,7484325,7485255,930
2985,CHI,0,7485350,7486170,820
2986,FC1,3,7486210,7487350,1140
2987,FA1,5,7487820,7489120,1300
2988,CHI,0,7489140,7490780,1640
2989,FA1,3,7491690,7492520,830
2990,CHI,0,7492125,7494465,2340
2991,FA1,4,7494485,7495605,1120
2992,CHI,0,7498275,7499925,1650
2993,FA1,6,7499905,7501035,1130
2994,CHI,0,7500560,7501980,1420
2995,FA1,4,7501300,7502020,720
2996,FA1,4,7502810,7503730,920
2997,FC1,3,7504810,7506150,1340
2998,FA1,5,7507280,7508210,930
2999,FC1,1,7508405,7508865,460
3000,FA1,1,7509675,7510395,720
3001,FA1,8,7510875,7512995,2120
3002,FC1,4,7513305,7515055,1750
3003,CHI,0,7514440,7515040,600
3004,FA1,1,7515765,7516395,630
3005,CHI,0,7515800,7516930,1130
3006,CHI,0,7517390,7518180,790
3007,FC1,5,7518455,7519955,1500
3008,CHI,0,7518465,7529165,10700
3009,FA1,14,7520745,7524495,3750
3010,FC1,3,7525360,7525960,600
3011,FA1,15,7526135,7529155,3020
3012,FA1,5,7529225,7530745,1520
3013,FA1,8,7531065,7532605,1540
3014,FC1,6,7535745,7537515,1770
3015,FA1,7,7537820,7539250,1430
3016,FC1,0,7540000,7541510,1510
3017,FA1,1,7541795,7542225,430
3018,CHI,0,7543075,7543485,410
3019,FA1,7,7550470,7551960,1490
3020,FA1,10,7552095,7553785,1690
3021,CHI,0,7556990,7557370,380
3022,CHI,0,7558090,7558320,230
3023,CHI,0,7558965,7559205,240
3024,CHI,0,7559965,7560235,270
3025,FA1,8,7560250,7561870,1620
3026,FC1,5,7568430,7569870,1440
3027,FA1,6,7570210,7571880,1670
3028,FA1,2,7572995,7573685,690
3029,FA1,2,7574060,7574480,420
3030,FA1,8,7575170,7577700,2530
3031,FA1,7,7578905,7581075,2170
3032,FA1,4,7581160,7582340,1180
3033,FC1,4,7582390,7584710,2320
3034,FA1,3,7584710,7586200,1490
3035,FC1,15,7585975,7591925,5950
3036,FA1,3,7591120,7591920,800
3037,FA1,3,7591945,7594005,2060
3038,FA1,11,7594635,7596915,2280
3039,FA1,3,7598885,7599685,800
3040,FA1,4,7602805,7603445,640
3041,FC1,0,7604045,7604495,450
3042,FC1,3,7607440,7608540,1100
3043,FA1,3,7608860,7610040,1180
3044,FC1,1,7609840,7610070,230
3045,CHI,0,7613265,7614095,830
3046,CHI,0,7614845,7615275,430
3047,FA1,4,7615320,7615830,510
3048,CHI,0,7616235,7617225,990
3049,FA1,2,7617210,7617640,430
3050,CHI,0,7617775,7618285,510
3051,FA1,1,7618520,7619030,510
3052,FC1,4,7620525,7622405,1880
3053,CHI,0,7620535,7621735,1200
3054,CHI,0,7622375,7622905,530
3055,FA1,7,7622930,7624200,1270
3056,FC1,4,7624345,7625145,800
3057,CHI,0,7624825,7625985,1160
3058,FA1,4,7626125,7627105,980
3059,FC1,4,7627175,7628795,1620
3060,FA1,13,7628855,7632045,3190
3061,CHI,0,7632280,7632890,610
3062,FA1,7,7633025,7634385,1360
3063,FA1,4,7634415,7635485,1070
3064,CHI,0,7638040,7638450,410
3065,CHI,0,7639045,7639515,470
3066,FA1,4,7639470,7640470,1000
3067,FA1,12,7640720,7643190,2470
3068,FC1,0,7643285,7644355,1070
3069,FA1,14,7644570,7647830,3260
3070,FC1,8,7647860,7649470,1610
3071,FA1,2,7649455,7649895,440
3072,FA1,6,7650315,7651635,1320
3073,FC1,4,7652075,7653015,940
3074,FA1,5,7653055,7654045,990
3075,FC1,3,7654425,7655345,920
3076,FA1,3,7655980,7656650,670
3077,CHI,0,7656665,7657335,670
3078,FA1,4,7657300,7658090,790
3079,CHI,0,7658405,7658965,560
3080,FA1,1,7659135,7659555,420
3081,FC1,3,7659575,7660605,1030
3082,FA1,5,7660610,7661980,1370
3083,FA1,11,7663955,7666255,2300
3084,CHI,0,7666255,7667665,1410
3085,CHI,0,7668580,7669150,570
3086,FA1,1,7669345,7669955,610
3087,CHI,0,7670405,7670895,490
3088,FA1,1,7671020,7671570,550
3089,CHI,0,7671935,7672375,440
3090,FA1,1,7672515,7672765,250
3091,CHI,0,7673150,7673390,240
3092,FA1,7,7674280,7676030,1750
3093,FA1,7,7676955,7678655,1700
3094,FA1,6,7680885,7682245,1360
3095,CHI,0,7683005,7683295,290
3096,CHI,0,7683930,7685270,1340
3097,CHI,0,7686220,7688250,2030
3098,FA1,2,7686395,7687065,670
3099,CHI,0,7690260,7691040,780
3100,CHI,0,7691280,7691480,200
3101,CHI,0,7691740,7692360,620
3102,FA1,2,7692310,7692740,430
3103,CHI,0,7692870,7693170,300
3104,FA1,2,7693375,7694485,1110
3105,CHI,0,7696070,7696700,630
3106,CHI,0,7700145,7700575,430
3107,FA1,6,7700690,7702840,2150
3108,FA1,6,7702935,7704285,1350
3109,FA1,6,7705780,7706830,1050
3110,CHI,0,7707345,7707955,610
3111,FA1,2,7708500,7709240,740
3112,FA1,2,7709840,7710700,860
3113,FA1,2,7711240,7713660,2420
3114,FA1,4,7714060,7716560,2500
3115,FA1,3,7716810,7718740,1930
3116,FA1,1,7718775,7719415,640
3117,FA1,1,7719425,7720025,600
3118,FA1,7,7720495,7722865,2370
3119,CHI,0,7722240,7722840,600
3120,FA1,4,7723140,7724070,930
3121,FA1,3,7724975,7725825,850
3122,FA1,2,7727500,7728940,1440
3123,CHI,0,7730900,7731370,470
3124,FA1,4,7732385,7734505,2120
3125,CHI,0,7734505,7738475,3970
3126,FA1,4,7738830,7741090,2260
3127,CHI,0,7745340,7746020,680
3128,FA1,0,7746260,7746730,470
3129,CHI,0,7748575,7749055,480
3130,FA1,9,7749615,7751265,1650
3131,FA1,14,7751300,7754670,3370
3132,CHI,0,7756150,7756720,570
3133,FA1,1,7756805,7757735,930
3134,CHI,0,7757890,7758900,1010
3135,FA1,2,7761000,7761780,780
3136,CHI,0,7763770,7764980,1210
3137,FA1,2,7765405,7766075,670
3138,CHI,0,7765405,7766075,670
3139,CHI,0,7766550,7766800,250
3140,FA1,1,7767265,7767565,300
3141,CHI,0,7769015,7769445,430
3142,FA1,1,7769750,7770530,780
3143,FA1,4,7771760,7775240,3480
3144,FA1,6,7775920,7779590,3670
3145,CHI,0,7783525,7784555,1030
3146,FA1,1,7784930,7785220,290
3147,FA1,2,7790155,7790635,480
3148,CHI,0,7791145,7791775,630
3149,CHI,0,7793040,7793570,530
3150,FA1,2,7796235,7796695,460
3151,FA1,9,7797495,7798755,1260
3152,CHI,0,7799965,7800335,370
3153,FA1,1,7800670,7800950,280
3154,CHI,0,7802470,7802860,390
3155,FC1,2,7804225,7806595,2370
3156,FA1,4,7806980,7808000,1020
3157,FA1,4,7811710,7812290,580
3158,FA1,5,7812500,7813390,890
3159,CHI,0,7813660,7814250,590
3160,FA1,1,7814600,7815440,840
3161,CHI,0,7821970,7823500,1530
3162,FC1,0,7821970,7823500,1530
3163,FA1,7,7823910,7825850,1940
3164,CHI,0,7826085,7826535,450
3165,FC1,12,7826815,7829565,2750
3166,CHI,0,7829845,7830635,790
3167,FC1,8,7831260,7833380,2120
3168,CHI,0,7832240,7833370,1130
3169,FA1,6,7834030,7835620,1590
3170,CHI,0,7835645,7836485,840
3171,FA1,4,7836685,7837535,850
3172,FA1,1,7838470,7838920,450
3173,CHI,0,7842695,7843435,740
3174,FA1,8,7843735,7844945,1210
3175,CHI,0,7845035,7845545,510
3176,FA1,6,7849800,7850720,920
3177,CHI,0,7853730,7854240,510
3178,FA1,6,7854285,7855235,950
3179,FA1,1,7857150,7857350,200
3180,FA1,2,7858370,7858770,400
3181,FA1,2,7859450,7860160,710
3182,FA1,5,7861635,7864885,3250
3183,FA1,2,7865740,7866830,1090
3184,FA1,3,7868025,7869315,1290
3185,FC1,4,7869950,7871010,1060
3186,FA1,4,7871340,7872420,1080
3187,FC1,3,7872600,7873610,1010
3188,FA1,10,7873690,7875770,2080
3189,FA1,1,7881015,7881285,270
3190,FA1,8,7883390,7885160,1770
3191,FC1,0,7894880,7897940,3060
3192,FA1,12,7898580,7901120,2540
3193,FC1,7,7901170,7903320,2150
3194,FA1,4,7903885,7904935,1050
3195,FC1,1,7905070,7905290,220
3196,FA1,1,7905480,7906170,690
3197,FC1,0,7906215,7906835,620
3198,FA1,1,7907345,7907865,520
3199,CHI,0,7910575,7911495,920
3200,FC1,21,7913400,7920530,7130
3201,FA1,13,7920910,7924350,3440
3202,FC1,3,7924870,7925860,990
3203,FA1,6,7927635,7928645,1010
3204,FC1,1,7929180,7929440,260
3205,FA1,1,7929510,7929900,390
3206,FA1,7,7931970,7933410,1440
3207,FC1,1,7938700,7939180,480
3208,FA1,6,7940420,7941640,1220
3209,FC1,3,7941650,7942900,1250
3210,FA1,6,7942935,7944895,1960
3211,FC1,1,7944525,7944915,390
3212,FA1,5,7945060,7946880,1820
3213,FC1,16,7946960,7952470,5510
3214,FA1,2,7952515,7953745,1230
3215,FC1,3,7953740,7954960,1220
3216,CHI,0,7954680,7955330,650
3217,FA1,3,7955515,7956415,900
3218,FA1,6,7956495,7960545,4050
3219,CHI,0,7965500,7965720,220
3220,FA1,1,7971370,7972620,1250
3221,FA1,7,7974705,7977605,2900
3222,CHI,0,7982300,7982590,290
3223,FC1,5,7982685,7984385,1700
3224,FC1,3,7985255,7985745,490
3225,FA1,6,7993965,7997475,3510
3226,CHI,0,8000080,8000550,470
3227,FA1,6,8006545,8008375,1830
3228,FA1,16,8008380,8011230,2850
3229,FA1,1,8012240,8012550,310
3230,FA1,4,8012960,8014260,1300
3231,CHI,0,8014545,8014965,420
3232,FC1,7,8015755,8018685,2930
3233,CHI,0,8016465,8018295,1830
3234,FA1,3,8018660,8019830,1170
3235,CHI,0,8019995,8020545,550
3236,CHI,0,8023930,8024200,270
3237,FA1,4,8028680,8030610,1930
3238,FC1,4,8030305,8031265,960
3239,FA1,6,8031785,8033635,1850
3240,FC1,6,8033440,8034610,1170
3241,FA1,10,8034515,8036855,2340
3242,FC1,1,8037595,8038165,570
3243,FA1,10,8039120,8040620,1500
3244,FA1,1,8040710,8040980,270
3245,FC1,7,8046080,8048780,2700
3246,FA1,11,8049400,8052620,3220
3247,FA1,2,8052820,8054030,1210
3248,FA1,7,8056535,8058445,1910
3249,CHI,0,8057310,8060020,2710
3250,FA1,16,8058835,8061295,2460
3251,FC1,2,8061395,8062085,690
3252,FC1,1,8063850,8064370,520
3253,FC1,1,8065465,8065685,220
3254,FC1,6,8066150,8068160,2010
3255,FA1,1,8068235,8068935,700
3256,FA1,7,8068945,8071355,2410
3257,CHI,0,8069350,8069920,570
3258,CHI,0,8074675,8075255,580
3259,CHI,0,8076515,8076995,480
3260,CHI,0,8077385,8077955,570
3261,CHI,0,8079540,8082510,2970
3262,FA1,7,8080445,8081795,1350
3263,FC1,4,8082990,8084330,1340
3264,CHI,0,8083000,8083670,670
3265,FA1,1,8084660,8085230,570
3266,CHI,0,8084715,8085555,840
3267,CHI,0,8085605,8086575,970
3268,FA1,6,8086770,8088570,1800
3269,CHI,0,8090860,8093280,2420
3270,CHI,0,8094310,8095730,1420
3271,CHI,0,8096450,8096790,340
3272,CHI,0,8097080,8097830,750
3273,CHI,0,8098685,8099235,550
3274,CHI,0,8100080,8100200,120
3275,CHI,0,8100600,8102350,1750
3276,CHI,0,8102785,8104475,1690
3277,FC1,4,8104970,8106240,1270
3278,CHI,0,8106335,8107075,740
3279,FA1,8,8107105,8109355,2250
3280,FA1,9,8110830,8112940,2110
3281,CHI,0,8114105,8114355,250
3282,CHI,0,8115140,8115820,680
3283,CHI,0,8117610,8118040,430
3284,FA1,16,8117865,8121775,3910
3285,FC1,0,8127900,8128380,480
3286,CHI,0,8129090,8129460,370
3287,CHI,0,8130815,8131065,250
3288,CHI,0,8131710,8132060,350
3289,CHI,0,8132205,8133565,1360
3290,CHI,0,8134655,8134975,320
3291,CHI,0,8136325,8136665,340
3292,FC1,0,8136695,8137915,1220
3293,CHI,0,8138235,8138805,570
3294,FC1,4,8139700,8140810,1110
3295,CHI,0,8140370,8140800,430
3296,FA1,5,8141125,8142755,1630
3297,FC1,1,8143620,8144220,600
3298,FC1,2,8144700,8146000,1300
3299,CHI,0,8150715,8151255,540
3300,FA1,8,8151360,8153320,1960
3301,CHI,0,8153500,8153850,350
3302,CHI,0,8154555,8154815,260
3303,FC1,3,8154865,8155495,630
3304,FC1,3,8156590,8159430,2840
3305,CHI,0,8160900,8161250,350
3306,FC1,4,8162815,8164765,1950
3307,FA1,1,8165050,8165560,510
3308,CHI,1,8165905,8166495,590
3309,CHI,0,8167950,8168310,360
3310,CHI,0,8176720,8176960,240
3311,FC1,0,8177690,8185710,8020
3312,FA1,2,8185710,8186260,550
3313,FA1,7,8187535,8188855,1320
3314,FC1,8,8189785,8196755,6970
3315,CHI,0,8193830,8194180,350
3316,CHI,0,8197105,8197825,720
3317,FA1,13,8197555,8200495,2940
3318,CHI,0,8200505,8200895,390
3319,CHI,0,8201000,8201180,180
3320,CHI,0,8203020,8203440,420
3321,CHI,0,8206980,8207240,260
3322,CHI,0,8214970,8216000,1030
3323,FA1,14,8217830,8221150,3320
3324,CHI,0,8227650,8228030,380
3325,CHI,0,8231490,8232110,620
3326,CHI,0,8236080,8236520,440
3327,FA1,5,8242860,8243550,690
3328,CHI,0,8243665,8244185,520
3329,FA1,3,8243825,8245125,1300
3330,CHI,0,8244635,8245725,1090
3331,CHI,0,8246250,8247040,790
3332,CHI,0,8247745,8248835,1090
3333,FA1,5,8248495,8250165,1670
3334,CHI,0,8249270,8250130,860
3335,CHI,0,8250940,8252010,1070
3336,CHI,0,8252645,8253285,640
3337,FC1,3,8256765,8257495,730
3338,FA1,4,8259960,8261920,1960
3339,FC1,5,8262010,8263650,1640
3340,FA1,8,8263760,8265830,2070
3341,FA1,5,8267650,8269470,1820
3342,FA1,12,8270380,8273640,3260
3343,FC1,7,8274830,8278110,3280
3344,FC1,4,8278170,8280220,2050
3345,FC1,3,8280505,8285095,4590
3346,FA1,6,8284785,8286595,1810
3347,FA1,4,8286960,8288040,1080
3348,FC1,3,8288230,8289300,1070
3349,FC1,2,8290415,8291215,800
3350,CHI,0,8292695,8293325,630
3351,FA1,3,8293580,8294430,850
3352,CHI,0,8294845,8294985,140
3353,CHI,0,8296105,8296635,530
3354,FA1,2,8297730,8298110,380
3355,FC1,2,8298310,8299000,690
3356,FC1,10,8299825,8301935,2110
3357,FA1,4,8301960,8302960,1000
3358,FC1,1,8303190,8303380,190
3359,FA1,13,8305105,8308365,3260
3360,FA1,1,8309625,8309825,200
3361,FA1,1,8311445,8311875,430
3362,FC1,0,8313120,8313610,490
3363,FA1,0,8314355,8315025,670
3364,FA1,9,8316035,8318245,2210
3365,FC1,19,8318690,8325680,6990
3366,FA1,1,8325855,8326745,890
3367,FC1,6,8328560,8330090,1530
3368,FA1,4,8330345,8331605,1260
3369,CHI,0,8332035,8334655,2620
3370,FA1,3,8334905,8336525,1620
3371,CHI,0,8336555,8337395,840
3372,CHI,0,8339575,8339825,250
3373,CHI,0,8340120,8340490,370
3374,FA1,14,8341115,8344065,2950
3375,CHI,0,8345210,8345540,330
3376,CHI,0,8345925,8346285,360
3377,FA1,11,8349895,8351915,2020
3378,FC1,3,8354920,8356040,1120
3379,CHI,0,8356335,8357265,930
3380,FA1,6,8356660,8358230,1570
3381,FC1,1,8358465,8358845,380
3382,FA1,1,8358865,8359175,310
3383,FC1,13,8359520,8366800,7280
3384,CHI,0,8362380,8362620,240
3385,FA1,2,8366430,8367190,760
3386,FA1,9,8369490,8371610,2120
3387,FC1,7,8371830,8374450,2620
3388,CHI,0,8376030,8376780,750
3389,FC1,6,8377325,8380175,2850
3390,FA1,6,8380150,8382100,1950
3391,CHI,0,8382965,8383415,450
3392,CHI,0,8383890,8384410,520
3393,CHI,0,8386310,8386440,130
3394,CHI,0,8387155,8387565,410
3395,CHI,0,8387730,8388320,590
3396,FA1,2,8388515,8389065,550
3397,CHI,0,8389060,8389610,550
3398,FC1,12,8389990,8396420,6430
3399,FA1,3,8391405,8392455,1050
3400,CHI,0,8393955,8394555,600
3401,CHI,0,8395125,8396455,1330
3402,FC1,12,8396520,8400630,4110
3403,FA1,3,8400675,8402095,1420
3404,FC1,1,8402125,8402835,710
3405,FA1,3,8403650,8405340,1690
3406,FA1,10,8405375,8407555,2180
3407,FC1,1,8407615,8407835,220
3408,FA1,13,8408340,8410090,1750
3409,CHI,0,8408600,8409090,490
3410,FC1,2,8411445,8413045,1600
3411,FA1,3,8413115,8414015,900
3412,FC1,2,8414245,8415715,1470
3413,FA1,1,8415220,8416730,1510
3414,FC1,3,8417065,8418835,1770
3415,FA1,1,8418010,8419450,1440
3416,CHI,0,8418530,8418840,310
3417,FC1,4,8419655,8421305,1650
3418,CHI,0,8421360,8421760,400
3419,FC1,7,8424380,8427890,3510
3420,CHI,0,8425285,8425635,350
3421,FA1,12,8428220,8431350,3130
3422,CHI,0,8428870,8429400,530
3423,CHI,0,8429815,8430465,650
3424,FC1,4,8431585,8434625,3040
3425,CHI,0,8433160,8433610,450
3426,CHI,0,8434115,8434305,190
3427,FA1,1,8435575,8437285,1710
3428,FA1,0,8438460,8438890,430
3429,FA1,1,8439445,8439665,220
3430,CHI,1,8440075,8440945,870
3431,FA1,2,8441670,8443100,1430
3432,CHI,0,8443085,8443865,780
3433,FA1,4,8444655,8445665,1010
3434,CHI,0,8445730,8446140,410
3435,CHI,0,8446345,8446825,480
3436,FA1,6,8446625,8447905,1280
3437,FA1,1,8451010,8452020,1010
3438,CHI,0,8451995,8452525,530
3439,FA1,1,8453100,8454450,1350
3440,CHI,0,8454455,8454795,340
3441,FA1,1,8455075,8455295,220
3442,CHI,0,8455550,8455850,300
3443,FA1,9,8456280,8458280,2000
3444,FA1,5,8459240,8460890,1650
3445,CHI,0,8460995,8461265,270
3446,CHI,0,8463080,8464080,1000
3447,FA1,5,8464130,8465330,1200
3448,CHI,0,8465830,8466570,740
3449,FA1,6,8466675,8467835,1160
3450,CHI,0,8467705,8468675,970
3451,FA1,3,8469415,8470085,670
3452,FC1,1,8470140,8470540,400
3453,CHI,0,8472090,8472730,640
3454,FA1,1,8472840,8473730,890
3455,FA1,5,8475375,8477255,1880
3456,CHI,1,8477275,8478025,750
3457,FA1,2,8478010,8478920,910
3458,CHI,1,8479215,8479755,540
3459,FA1,1,8479995,8480735,740
3460,CHI,0,8481055,8481345,290
3461,FA1,2,8481690,8482380,690
3462,CHI,0,8483445,8484235,790
3463,FA1,6,8484900,8486340,1440
3464,CHI,0,8486380,8489390,3010
3465,FA1,2,8487370,8488570,1200
3466,FA1,3,8491015,8491665,650
3467,FA1,1,8492060,8493740,1680
3468,FA1,1,8494320,8495600,1280
3469,FA1,3,8495720,8497310,1590
3470,FC1,0,8497335,8497805,470
3471,FA1,0,8497810,8498660,850
3472,FC1,7,8499095,8501005,1910
3473,FA1,0,8500140,8500980,840
3474,FC1,3,8501020,8501870,850
3475,FA1,1,8501900,8502370,470
3476,FA1,9,8503945,8507165,3220
3477,CHI,0,8509395,8510075,680
3478,FA1,1,8510135,8510535,400
3479,CHI,0,8510925,8511185,260
3480,FA1,4,8512615,8515275,2660
3481,FA1,1,8515425,8516515,1090
3482,CHI,0,8516470,8517040,570
3483,FA1,1,8517225,8517445,220
3484,CHI,0,8518125,8518495,370
3485,FA1,1,8518750,8519020,270
3486,CHI,0,8520745,8521475,730
3487,CHI,0,8522950,8523320,370
3488,FC1,0,8523575,8524565,990
3489,FA1,4,8524560,8526700,2140
3490,FA1,2,8527530,8529010,1480
3491,FA1,2,8534420,8537070,2650
3492,CHI,0,8537095,8537555,460
3493,FA1,3,8537725,8538685,960
3494,FC1,0,8538335,8541425,3090
3495,FC1,0,8542010,8542820,810
3496,FA1,11,8542925,8545935,3010
3497,FC1,1,8545980,8547070,1090
3498,FA1,7,8547905,8550215,2310
3499,FC1,1,8550310,8552820,2510
3500,FA1,5,8552300,8553870,1570
3501,FC1,1,8553885,8555655,1770
3502,CHI,0,8555865,8556335,470
3503,FC1,1,8557470,8558640,1170
3504,CHI,1,8559535,8559725,190
3505,FC1,0,8559880,8560780,900
3506,FA1,14,8560820,8563970,3150
3507,CHI,0,8564685,8566025,1340
3508,FC1,3,8566395,8567645,1250
3509,FA1,3,8567870,8568680,810
3510,FC1,3,8568755,8569675,920
3511,FA1,1,8570115,8570655,540
3512,FC1,3,8571945,8573175,1230
3513,FA1,3,8573310,8574110,800
3514,FA1,6,8575080,8576950,1870
3515,FA1,4,8577055,8578055,1000
3516,FC1,11,8578735,8582385,3650
3517,CHI,0,8582440,8582940,500
3518,CHI,0,8583180,8583870,690
3519,FC1,0,8584865,8586525,1660
3520,CHI,0,8585185,8586525,1340
3521,FC1,10,8586695,8589425,2730
3522,CHI,0,8590310,8591200,890
3523,CHI,0,8592095,8593615,1520
3524,CHI,0,8594045,8594835,790
3525,FA1,12,8596250,8598840,2590
3526,FC1,1,8598225,8598515,290
3527,FA1,5,8599060,8599840,780
3528,FC1,19,8600200,8605770,5570
3529,FA1,4,8605315,8606855,1540
3530,FC1,12,8608045,8614965,6920
3531,CHI,0,8615395,8616325,930
3532,CHI,0,8616550,8617570,1020
3533,CHI,0,8624360,8624720,360
3534,FA1,5,8628670,8630660,1990
3535,FC1,0,8631955,8633715,1760
3536,FA1,3,8634275,8634865,590
3537,FC1,0,8635100,8636030,930
3538,FA1,18,8635395,8640275,4880
3539,FA1,12,8643045,8645065,2020
3540,FA1,5,8646110,8647140,1030
3541,FA1,8,8648155,8649575,1420
3542,FA1,5,8650255,8651735,1480
3543,CHI,0,8654005,8654475,470
3544,FA1,5,8655860,8658000,2140
3545,FA1,5,8666450,8669280,2830
3546,CHI,0,8669815,8670185,370
3547,CHI,0,8670490,8670730,240
3548,FA1,3,8673490,8674270,780
